Country Name,Year,Government expenditure on education total (% of GDP),Literacy rate adult total (% of people ages 15 and above),Automated teller machines (ATMs) (per 100000 adults),Life expectancy at birth total (years),Fixed broadband subscriptions (per 100 people),Internet users (per 100 people),Mobile cellular subscriptions (per 100 people),Secure Internet servers (per 1 million people),School enrollment secondary (gross) gender parity index (GPI),hospital beds/1000 people,physicians/1000 people,Maternal mortality ratio (modeled estimate per 100000 live births),Research and development expenditure (% of GDP)
Brunei Darussalam,1985,,,,71.75992683,,,0,,,,,,
Brunei Darussalam,1986,,,,72.02878049,,,0,,,,,,
Brunei Darussalam,1987,4.737730026,,,72.29263415,,,0,,,,,,
Brunei Darussalam,1988,5.409029961,,,72.5504878,,,0,,,,,,
Brunei Darussalam,1989,4.69012022,,,72.80334146,,,,,,,,,
Brunei Darussalam,1990,3.959959984,,,73.05119512,,0,0.689684699,,,,,35,
Brunei Darussalam,1991,3.668940067,87.80417633,,73.29504878,,,1.144394171,,1.087939978,,0.746200025,31,
Brunei Darussalam,1992,3.747689962,,,73.53339024,,,1.508816445,,1.113559961,,,32,
Brunei Darussalam,1993,4.29403019,,,73.7672439,,,2.969404832,,1.100700021,,,33,
Brunei Darussalam,1994,,,,73.99709756,,,5.43654522,,1.076689959,,,34,
Brunei Darussalam,1995,,,,74.22295122,,1.017080166,12.16292716,,,,,33,
Brunei Darussalam,1996,,,,74.44431707,,3.303349927,14.38757599,,,,0.848,34,
Brunei Darussalam,1997,,,,74.66217073,,4.831057905,14.52062574,,,,,34,
Brunei Darussalam,1998,5.253950119,,,74.87553659,,6.284742844,15.48765187,,1.059679985,,,33,
Brunei Darussalam,1999,4.932050228,,,75.08541463,,7.671041206,20.33892037,,1.060559988,,,33,
Brunei Darussalam,2000,3.705909967,,,75.28880488,,8.996284534,28.63161956,,1.040969968,2.599999905,1.006,31,
Brunei Darussalam,2001,,92.67112732,,75.4832439,0.559104018,12.91776908,42.16988977,8.900122822,1.02512002,,,31,
Brunei Darussalam,2002,,,,75.66768293,0.79588461,15.32987986,44.35447321,,1.008180022,2.7,1.143,30,0.01592
Brunei Darussalam,2003,,,,75.84617073,1.085256851,19.59500322,50.15283516,8.5822913,1.01267004,,,32,0.01842
Brunei Darussalam,2004,,,35.26203611,76.02412195,1.735602014,29.71560414,56.11299429,14.05678943,1.008319974,2.6,1.265,32,0.037009999
Brunei Darussalam,2005,,,43.55666952,76.21346341,2.209262809,36.46639195,63.31987548,13.81639121,1.008219957,3,1.043,30,
Brunei Darussalam,2006,,,46.67679864,76.42812195,2.392333005,42.18634916,80.4383275,19.01398886,1.020300031,2.79,1.045,28,
Brunei Darussalam,2007,,,58.68715735,76.67556098,3.045564178,44.68,95.9883599,29.37571269,1.020239949,,1.008,26,
Brunei Darussalam,2008,,,70.81220532,76.9567561,4.353159784,46,102.793692,31.51376364,1.010750055,2.7,1.417,27,
Brunei Darussalam,2009,,,81.02459601,77.26829268,5.078346856,49,104.6861055,43.9185698,1.004979968,2.6,1.096,26,
Brunei Darussalam,2010,2.046610117,,80.30789229,77.59826829,5.417044255,53,108.6214859,66.10696106,1.007959962,,1.36,27,
Brunei Darussalam,2011,3.681080103,96.08556366,78.80482671,77.93231707,5.70339867,56,109.015478,115.1603608,0.996259987,2.79,1.498,29,
Brunei Darussalam,2012,3.207040071,,90.20568198,78.25258537,4.814937002,60.27306504,113.9487384,113.4368403,1.013309956,2.8,1.443,25,
Brunei Darussalam,2013,,,80.48598202,78.54665854,6.595992187,64.5,112.2144457,119.0768386,1.021469951,,,24,
Brunei Darussalam,2014,3.765949965,,79.27108203,78.80958537,7.149962784,68.77,106.8167909,150.9365252,0.99970001,,,23,
Brunei Darussalam,2015,,96.65653229,77.13654398,,7.994838276,71.2,108.1311153,203.219373,,,,23,
Brunei Darussalam,2016,,,,,,,,,,,,,
Bulgaria,1980,3.52947998,,,71.15756098,,,0,,0.978789985,8.850600243,2.459599972,,
Bulgaria,1981,,,,71.57195122,,,0,,0.991460025,8.859000206,2.484299898,,
Bulgaria,1982,,,,71.18609756,,,0,,0.993449986,8.886699677,2.58829999,,
Bulgaria,1983,,,,71.38634146,,,0,,0.993340015,8.876799583,2.6875,,
Bulgaria,1984,,,,71.4997561,,,0,,0.995389998,8.963000298,2.758500099,,
Bulgaria,1985,,,,71.22804878,,,0,,0.994480014,9.11400032,2.864700079,,
Bulgaria,1986,,,,71.73073171,,,0,,0.994949996,9.4520998,2.952899933,,
Bulgaria,1987,,,,71.52682927,,,0,,0.993409991,9.564200401,3.021500111,,
Bulgaria,1988,,,,71.60439024,,,0,,0.994459987,9.560199738,3.089699984,,
Bulgaria,1989,,,,71.72243902,,,0,,0.992500007,9.7020998,3.138999939,,
Bulgaria,1990,4.454060078,,,71.64146341,,0,0,,0.996710002,9.790800095,3.16960001,25,
Bulgaria,1991,5.429619789,,,71.56097561,,,0,,1.001940012,9.768199921,2.979300022,23,
Bulgaria,1992,5.2604599,,,71.49439024,,,0,,1.004469991,10.20639992,3.166100025,25,
Bulgaria,1993,4.950489998,,,71.34682927,,0.002339042,0.011692572,,0.999499977,10.49419975,3.358799934,23,
Bulgaria,1994,4.170660019,,,71.20878049,,0.019526669,0.076908205,,0.997089982,10.19610024,3.327300072,25,
Bulgaria,1995,3.44701004,,,71.05341463,,0.119665549,0.250295641,,0.998880029,10.36999989,3.458,24,
Bulgaria,1996,2.712039948,,,70.89731707,,0.725251167,0.321320979,,0.992910028,10.47000027,3.539,24,0.508660018
Bulgaria,1997,,,,70.35121951,,1.219813132,0.853688207,,0.997810006,10.27999973,3.447,26,0.470479995
Bulgaria,1998,2.81427002,,,71.06097561,,1.844965121,1.561842059,,0.985409975,8.409999847,3.449,23,0.495400012
Bulgaria,1999,,,,71.41219512,,2.908154025,4.339230099,,0.982460022,7.489999771,3.463,23,0.542140007
Bulgaria,2000,,,,71.66341463,,5.370923469,9.224411944,,0.978500009,7.409999847,3.399,21,0.498849988
Bulgaria,2001,3.395750046,98.20355988,,71.76829268,,7.612297749,19.53377787,2.244310113,0.978690028,7.199999809,3.384,20,0.448610008
Bulgaria,2002,3.394880056,,,71.86585366,,9.08,33.00364603,,0.976409972,,,18,0.465939999
Bulgaria,2003,4.011769772,,,72.06585366,,12.04,44.84272118,3.067658355,0.975090027,6.300000191,3.562,17,0.47378999
Bulgaria,2004,2.325570107,,26.17158843,72.56341463,0.08587947,18.13,61.07153717,5.911714203,0.95994997,,,16,0.472000003
Bulgaria,2005,4.115359783,,34.10099149,72.56097561,2.153628979,19.97,81.27954474,8.65644259,0.956820011,6.4,,15,0.443399996
Bulgaria,2006,3.912039995,,54.11526237,72.61219512,5.046300256,27.09,108.2720221,11.17025284,0.958249986,6.2,3.66,14,0.443129987
Bulgaria,2007,3.652970076,,67.53533033,72.66341463,8.317655323,33.64,130.8646368,17.62677828,0.958249986,6.4011,3.665,13,0.426829994
Bulgaria,2008,4.204790115,,79.97876271,72.96341463,11.24105602,39.67,138.9755558,26.69314271,0.966780007,6.5,3.635,12,0.445800006
Bulgaria,2009,4.294109821,,87.83991004,73.41219512,13.40328493,45,140.4048536,35.32836506,0.964209974,6.6,,11,0.495660007
Bulgaria,2010,3.915359974,,90.58634331,73.51219512,15.22122564,46.23,138.0389827,74.90941572,0.955569983,6.5,3.76,11,0.571439981
Bulgaria,2011,3.592339993,98.35244751,93.8837097,74.16341463,17.13862118,47.97999305,142.8461575,141.528794,0.95065999,6.4,3.812,11,0.53628999
Bulgaria,2012,3.523360014,,93.09659453,74.31463415,18.29866618,51.89998767,148.1311121,164.1142049,0.956860006,,3.866,10,0.608479977
Bulgaria,2013,,,93.66036795,74.86097561,19.68106352,53.0615,145.1876887,145.9027145,0.953869998,,,11,0.636420012
Bulgaria,2014,,,90.88972718,75.40731707,20.65972954,55.49,132.351139,176.7733887,0.965250015,,,11,0.795130014
Bulgaria,2015,,98.38858032,117.5452167,,22.41232195,56.6563,129.271715,181.5271153,,,,11,
Bulgaria,2016,,,,,,,,,,,,,
Burkina Faso,1980,1.961799979,,,45.99756098,,,0,,0.578700006,,0.018200001,,
Burkina Faso,1981,,,,46.92831707,,,0,,0.515240014,,0.017899999,,
Burkina Faso,1982,,,,47.74963415,,,0,,0.553939998,,,,
Burkina Faso,1983,1.754480004,,,48.422,,,0,,0.517270029,,0.0175,,
Burkina Faso,1984,,,,48.92436585,,,0,,0.532729983,,,,
Burkina Faso,1985,1.763960004,,,49.25121951,,,0,,0.550010026,,,,
Burkina Faso,1986,,,,49.41753659,,,0,,0.51752001,,0.0038,,
Burkina Faso,1987,,,,49.47226829,,,0,,,,,,
Burkina Faso,1988,1.426079988,,,49.46290244,,,0,,,,,,
Burkina Faso,1989,,,,49.41987805,,,0,,,0.306400001,0.028999999,,
Burkina Faso,1990,,,,49.36560976,,0,0,,,0.299299985,,727,
Burkina Faso,1991,,13.56923008,,49.31646341,,,0,,,,,709,
Burkina Faso,1992,,,,49.27795122,,,0,,,,,693,
Burkina Faso,1993,,,,49.25965854,,,0,,,,,674,
Burkina Faso,1994,3.451100111,,,49.27770732,,,0,,0.556460023,,,655,
Burkina Faso,1995,,,,49.33836585,,,0,,,1.299999952,0.034,636,
Burkina Faso,1996,1.440260053,12.84817028,,49.4435122,,0.000960519,0.00506143,,,1.419999957,0.035,620,0.158340007
Burkina Faso,1997,,,,49.58834146,,0.018686353,0.014092851,,,,0.038,601,0.181040004
Burkina Faso,1998,,,,49.77692683,,0.045423484,0.024890963,,,,,581,
Burkina Faso,1999,,,,50.02070732,,0.061780293,0.044637705,,0.617720008,,,565,
Burkina Faso,2000,,,,50.34592683,,0.077080169,0.217480374,,0.656210005,,,547,
Burkina Faso,2001,,,,50.78321951,,0.157732465,0.637748952,,0.662469983,,0.04,530,0.190569997
Burkina Faso,2002,,,,51.34019512,0.000406623,0.200992598,0.902809026,,,,,516,0.338660002
Burkina Faso,2003,,21.82291985,,52.00807317,0.001145422,0.373440303,1.880815092,,0.683770001,,,500,0.271189988
Burkina Faso,2004,,,,52.76778049,0.001181502,0.400295285,3.037679629,0.153515046,0.695360005,,0.053,482,0.241970003
Burkina Faso,2005,4.432590008,23.55372047,,53.58131707,0.00286099,0.469914489,4.720290206,0.149009878,0.707650006,,,468,0.170570001
Burkina Faso,2006,4.457029819,22.47257996,,54.40390244,0.012407525,0.632707564,7.354840819,0.216853962,0.724259973,0.9,0.028,457,
Burkina Faso,2007,4.588570118,28.7292099,,55.18880488,0.047291637,0.75,13.05253397,0.140213104,0.732659996,,,447,0.110619999
Burkina Faso,2008,,,,55.90229268,0.070028976,0.92,20.62907931,0.135971072,0.741550028,,0.064,436,0.186340004
Burkina Faso,2009,,,,56.52497561,0.079145585,1.13,25.3304628,0.197812771,0.744440019,,,428,0.200049996
Burkina Faso,2010,3.938960075,,1.346514399,57.05139024,0.088190151,2.4,36.72938024,0.255884283,0.763790011,0.4,0.047,417,
Burkina Faso,2011,4.483270168,,2.218479309,57.49204878,0.087919505,3,48.02719397,0.620853822,0.780770004,,,408,
Burkina Faso,2012,4.053520203,,2.305980044,57.87931707,0.087046642,3.725034916,60.60765215,0.602743217,0.811680019,,,398,
Burkina Faso,2013,4.530519962,,2.655206866,58.24063415,0.076540438,9.1,66.37728295,0.819453642,0.846149981,,,389,
Burkina Faso,2014,4.500150204,34.59941101,3.209420004,58.58846341,0.030890465,9.4,71.7259882,0.625383829,0.872009993,,,379,
Burkina Faso,2015,,37.74670029,3.460352278,,0.040246447,11.38764617,80.64303328,0.662779465,,,,371,
Burkina Faso,2016,,,,,,,,,,,,,
Burundi,1980,,,,47.26282927,,0,0,,0.469550014,,,,
Burundi,1981,3.346760035,,,47.60468293,,0,0,,0.459600002,,,,
Burundi,1982,,,,47.93858537,,0,0,,0.56291002,,,,
Burundi,1983,,,,48.26158537,,0,0,,0.473569989,,,,
Burundi,1984,,,,48.5602439,,0,0,,0.479719996,,0.0469,,
Burundi,1985,,,,48.78558537,,0,0,,0.510710001,,,,
Burundi,1986,,,,48.88117073,,0,0,,0.499819994,0.679199994,0.057999998,,
Burundi,1987,,,,48.82446341,,0,0,,0.545210004,,,,
Burundi,1988,,,,48.62641463,,0,0,,0.562189996,,,,
Burundi,1989,,,,48.3234878,,0,0,,0.587300003,,,,
Burundi,1990,3.359329939,37.38471985,,48.00012195,,0,0,,0.612380028,,0.0581,1220,
Burundi,1991,3.493659973,,,47.76521951,,0,0,,0.575240016,0.663100004,0.058699999,1250,
Burundi,1992,3.805850029,,,47.70173171,,0,0,,0.600049973,,,1270,
Burundi,1993,,,,47.85858537,,0,0.005879704,,0.624300003,,0.056499999,1260,
Burundi,1994,4.565269947,,,48.23926829,,0,0.006184101,,,,,1250,
Burundi,1995,5.015110016,,,48.80078049,,0,0.009082238,,,,0.055,1210,
Burundi,1996,4.083240032,,,49.46260976,,0.000803592,0.008912568,,,,,1160,
Burundi,1997,,,,50.11985366,,0.007979439,0.009718077,,,,,1100,
Burundi,1998,,,,50.69204878,,0.015842776,0.009615874,,,,,1040,
Burundi,1999,3.417449951,,,51.1492439,,0.039204469,0.012222561,,,,,985,
Burundi,2000,2.645479918,59.30361938,,51.4854878,,0.077248447,0.244520537,,,,0.052,954,
Burundi,2001,2.903909922,,,51.72482927,,0.106001245,0.488582584,,,,,919,
Burundi,2002,3.004930019,,,51.92826829,,0.118228412,0.738874924,,,,,898,
Burundi,2003,,,,52.14531707,,0.201273197,0.881016032,,0.758759975,,,883,
Burundi,2004,3.744950056,,0.048287589,52.39639024,,0.349060462,1.338877194,0.261041637,0.739929974,,0.028,873,
Burundi,2005,3.631690025,,0.046135101,52.69695122,,0.542142866,1.969012632,0.126036445,0.72191,,,863,
Burundi,2006,,,0.044210004,53.05387805,,0.65759259,2.486764507,0.121683072,0.719169974,0.7,,856,
Burundi,2007,,,0.042407832,53.45607317,,0.7,3.241953471,0.234891265,0.695949972,,,849,0.2007
Burundi,2008,5.19355011,86.94786835,0.061098676,53.89102439,0.001855227,0.81,5.572453585,0.113355615,,,,838,0.154190004
Burundi,2009,6.3197999,,0.254659186,54.35121951,0.001792378,0.9,10.31456575,0.218871398,0.692939997,,,824,0.144339994
Burundi,2010,6.792870045,,0.471724815,54.82919512,0.003812514,1,18.1747416,0.21139153,0.688260019,,,808,0.137549996
Burundi,2011,5.99778986,,0.640310042,55.31202439,0.005209446,1.11,20.06827414,0.102143471,0.706210017,1.9,,796,0.121260002
Burundi,2012,5.820909977,,0.887077201,55.78929268,0.007127215,1.219999945,22.81446021,0.296308822,0.734899998,,,780,
Burundi,2013,5.414750099,,1.394053964,56.25160976,0.015094663,1.264218111,24.96258806,0.286643584,0.784600019,,,760,
Burundi,2014,,,1.352709703,56.69202439,0.016217116,1.38,30.46201036,0.554689623,0.848060012,,,737,
Burundi,2015,,85.49609375,1.280260953,,0.033655121,4.866224464,46.2209572,0.53672443,,,,712,
Burundi,2016,,,,,,,,,,,,,
Cabo Verde,1980,,,,60.58497561,,,0,,,2.1868999,0.176499993,,
Cabo Verde,1981,,,,61.25621951,,,0,,,,,,
Cabo Verde,1982,,,,61.8894878,,,0,,,,,,
Cabo Verde,1983,,,,62.48131707,,,0,,,,0.199900001,,
Cabo Verde,1984,,,,63.02719512,,,0,,,,,,
Cabo Verde,1985,,,,63.52712195,,,0,,,,,,
Cabo Verde,1986,,,,63.98207317,,,0,,,,0.32949999,,
Cabo Verde,1987,,,,64.40304878,,,0,,0.853160024,,,,
Cabo Verde,1988,,,,64.80153659,,,0,,0.943530023,1.5977,0.341500014,,
Cabo Verde,1989,,,,65.1865122,,,0,,0.98755002,,,,
Cabo Verde,1990,,62.79685974,,65.5705122,,0,0,,1.065969944,,,256,
Cabo Verde,1991,,,,65.9635122,,,0,,,,,233,
Cabo Verde,1992,,,,66.37153659,,,0,,,1.583099961,0.233799994,212,
Cabo Verde,1993,,,,66.79458537,,,0,,,,,193,
Cabo Verde,1994,,,,67.23212195,,,0,,0.97724998,,,170,
Cabo Verde,1995,,,,67.67865854,,,0,,,,,150,
Cabo Verde,1996,,,,68.12314634,,,0,,,,0.171,134,
Cabo Verde,1997,,,,68.55556098,,0.24096792,0.004789708,,,,,119,
Cabo Verde,1998,6.391769886,,,68.96641463,,0.472735008,0.239474846,,,,,104,
Cabo Verde,1999,6.801680088,,,69.35468293,,1.159982461,1.858266846,,,,,94,
Cabo Verde,2000,,,,69.72439024,,1.822443852,4.459276806,,,,,83,
Cabo Verde,2001,,,,70.08602439,,2.685332713,6.988944394,,1.074200034,,,75,
Cabo Verde,2002,7.876820087,,,70.44814634,,3.518757175,9.354227469,,1.056849957,,,68,
Cabo Verde,2003,,,,70.81326829,,4.324885391,11.42376199,,1.103919983,,,61,
Cabo Verde,2004,7.476640224,80.01972198,12.93434944,71.17639024,0.05975797,5.31883207,13.89003267,,1.116340041,,0.488,56,
Cabo Verde,2005,,,14.91302992,71.52353659,0.195758496,6.074087107,17.07319111,,1.131450057,2.1,,54,
Cabo Verde,2006,6.529600143,,19.75009546,71.83568293,0.376395402,6.808911008,22.58745902,2.090891033,1.180590034,,0.233,60,
Cabo Verde,2007,5.407529831,,27.28486685,72.09936585,0.792412029,8.28321982,31.46741973,2.077801188,1.205850005,,0.257,60,
Cabo Verde,2008,5.518020153,,34.19983371,72.30953659,1.522745233,14,57.29277356,2.066867291,1.114099979,2.1,0.256,57,
Cabo Verde,2009,5.308959961,,37.42767562,72.47121951,2.258942505,21,59.83377049,12.32860668,1.181089997,,0.234,54,
Cabo Verde,2010,5.567269802,,42.27594499,72.59790244,3.295932535,30,76.26543014,14.27467326,1.175999999,2.1,0.295,51,
Cabo Verde,2011,5.043610096,,44.48031672,72.70956098,4.348535132,32,80.81218046,16.15642652,1.158939958,,0.306,50,0.072640002
Cabo Verde,2012,,85.32778931,46.8003848,72.82821951,4.015566312,34.74,86.02531144,23.95831254,1.172719955,,,48,
Cabo Verde,2013,5.036930084,,46.15863846,72.97236585,4.251779425,37.5,100.1124481,25.62798418,1.146720052,,,46,
Cabo Verde,2014,,,47.51544252,73.147,3.442955939,40.26,121.7897017,50.59290999,1.135229945,,,44,
Cabo Verde,2015,,88.46542358,46.153426,,2.987911039,43.01962636,127.152258,51.87299953,,,,42,
Cabo Verde,2016,,,,,,,,,,,,,
Cambodia,1980,,,,27.73897561,,,0,,,,,,
Cambodia,1981,,,,33.44992683,,,0,,,,,,
Cambodia,1982,,,,39.17431707,,,0,,,,,,
Cambodia,1983,,,,44.1192439,,,0,,,,0.058200002,,
Cambodia,1984,,,,47.9234878,,,0,,,,,,
Cambodia,1985,,,,50.43812195,,,0,,,,,,
Cambodia,1986,,,,51.79046341,,,0,,,,,,
Cambodia,1987,,,,52.47,,,0,,,,,,
Cambodia,1988,,,,52.89519512,,,0,,,2.098700047,,,
Cambodia,1989,,,,53.20868293,,,0,,,,,,
Cambodia,1990,,,,53.51007317,,0,0,,,2.072099924,,1020,
Cambodia,1991,,,,53.83634146,,,0,,,,,955,
Cambodia,1992,,,,54.15078049,,,0,,,,0.106700003,896,
Cambodia,1993,,,,54.4417561,,,0.047730546,,,,0.103799999,842,
Cambodia,1994,,,,54.75021951,,,0.098166222,,,,0.104800001,789,
Cambodia,1995,,,,55.12165854,,,0.13092897,,,,,730,
Cambodia,1996,,,,55.58602439,,,0.208266253,,,,0.105,682,
Cambodia,1997,,,,56.14385366,,0.005844911,0.29445528,,,,,633,
Cambodia,1998,1.259070039,67.3350296,,56.79160976,,0.016324986,0.524974387,,0.538070023,,0.137,582,
Cambodia,1999,,,,57.52880488,,0.031969578,0.745096324,,0.529449999,,0.296,532,
Cambodia,2000,1.666810036,,,58.35087805,,0.04702264,1.068055124,,0.544290006,,0.156,484,
Cambodia,2001,1.724030018,,,59.24726829,,0.076956056,1.791593179,0.16065701,0.566169977,0.6,,441,
Cambodia,2002,1.711210012,,,60.187,0.000393412,0.226983238,2.989928034,,0.603240013,,,402,0.049800001
Cambodia,2003,,,,61.13758537,0.003239431,0.260570198,3.853206909,0.077512067,0.644349992,,,367,
Cambodia,2004,1.719820023,73.6099472,,62.07360976,0.005931836,0.300436644,6.551636708,0.152528146,0.700820029,0.1,,341,
Cambodia,2005,,,0.011929403,62.96770732,0.007487034,0.317321781,7.95123006,0.075074748,,,,315,
Cambodia,2006,,,0.742167523,63.79558537,0.021394234,0.46835672,12.70116666,0.147870371,0.795350015,,,284,
Cambodia,2007,1.599300027,,1.331138534,64.55234146,0.061466669,0.49,18.79147363,0.509880761,0.824679971,,,257,
Cambodia,2008,,77.58654022,3.711082357,65.23497561,0.119034314,0.51,30.39341867,0.861223828,0.854569972,,0.227,237,
Cambodia,2009,,73.90003204,4.343655935,65.84446341,0.212100698,0.53,44.31490591,1.555392805,,,0.22,217,
Cambodia,2010,2.603879929,,5.231467916,66.38565854,0.248285216,1.26,56.74071111,1.670891935,,0.84,0.212,202,
Cambodia,2011,,,6.006646538,66.87287805,0.150624455,3.1,94.18821019,2.466919467,,0.7,0.23,188,
Cambodia,2012,1.56269002,,7.150593394,67.32887805,0.200031672,4.94,128.5272115,2.96650779,,,0.169,178,
Cambodia,2013,2.021120071,,8.448926532,67.77204878,0.215709517,6.8,133.8902393,2.055898692,,,,173,
Cambodia,2014,,,10.87709363,68.21229268,0.429061796,14,132.7337981,3.001017214,,,,167,
Cambodia,2015,,78.34593964,13.28962523,,0.532650926,19,133.0003478,5.135480722,,,,161,
Cambodia,2016,,,,,,,,,,,,,
Cameroon,1980,,,,51.20702439,,,0,,0.548709989,,,,
Cameroon,1981,,,,51.6135122,,,0,,0.548820019,,,,
Cameroon,1982,2.984970093,,,51.98197561,,,0,,0.564639986,,,,
Cameroon,1983,3.496890068,,,52.31041463,,,0,,0.569710016,,,,
Cameroon,1984,3.246370077,,,52.59734146,,,0,,0.59108001,,,,
Cameroon,1985,,,,52.84478049,,,0,,0.613510013,,,,
Cameroon,1986,2.848340034,,,53.05673171,,,0,,0.628149986,,,,
Cameroon,1987,2.93091011,,,53.23821951,,,0,,0.645789981,,,,
Cameroon,1988,2.714730024,,,53.38978049,,,0,,0.658110023,,,,
Cameroon,1989,2.648960114,,,53.50995122,,,0,,0.673720002,2.59829998,0.083800003,,
Cameroon,1990,3.287100077,,,53.59126829,,0,0,,0.683809996,2.553299904,0.082400002,728,
Cameroon,1991,3.220230103,,,53.62426829,,,0,,0.712360024,,,732,
Cameroon,1992,2.750999928,,,53.60195122,,,0,,0.716700017,,0.083700001,740,
Cameroon,1993,,,,53.52482927,,,0,,,,0.072899997,743,
Cameroon,1994,,,,53.39687805,,,0.011810778,,,,,749,
Cameroon,1995,,,,53.21860976,,,0.020101116,,0.685350001,,,749,
Cameroon,1996,,,,52.99053659,,,0.024446549,,,,0.074,753,
Cameroon,1997,,,,52.72609756,,0.006768744,0.02855312,,0.802100003,,,751,
Cameroon,1998,,,,52.44673171,,0.013216341,0.033095248,,0.726149976,,,749,
Cameroon,1999,,,,52.17385366,,0.129067581,0.03867561,,0.838090003,,,750,
Cameroon,2000,1.932579994,68.4091568,,51.93587805,,0.252120078,0.648423286,,,,,750,
Cameroon,2001,2.609950066,,,51.75719512,,0.277051322,2.552194314,,0.810479999,,,751,
Cameroon,2002,,,,51.65526829,,0.360871584,4.18010464,,0.615059972,,,742,
Cameroon,2003,3.30182004,,,51.63904878,,0.587622611,6.253165411,0.058076761,0.835520029,,,732,
Cameroon,2004,3.32991004,,0.316428046,51.7164878,,0.976075415,8.661224693,0.169802581,0.787450016,,0.192,723,
Cameroon,2005,3.12322998,,0.584487175,51.88904878,0.0011137,1.402654226,12.41890525,0.110332659,0.788240016,,0.064,729,
Cameroon,2006,2.955679893,,0.67448465,52.1502439,0.002261989,2.028744791,16.84911141,0.322630792,0.791270018,1.5,,725,
Cameroon,2007,3.366250038,70.67993927,0.870872055,52.47914634,0.003351193,2.93,23.75158108,0.366912848,0.774909973,,0.078,710,
Cameroon,2008,2.956870079,,1.191617995,52.85582927,0.004388869,3.4,31.44110653,0.357682703,0.79895997,,,707,
Cameroon,2009,3.460069895,,1.510834406,53.26485366,0.004476733,3.84,39.81367836,0.498143866,0.833920002,,0.077,696,
Cameroon,2010,3.31317997,71.29051208,1.767967181,53.69482927,0.028868798,4.3,41.8760103,0.534222642,,1.3,,676,
Cameroon,2011,3.052900076,,2.304161508,54.13736585,0.050637466,5,49.56740015,0.994362203,0.845340014,,,652,
Cameroon,2012,2.965389967,,2.54116154,54.5875122,0.063807537,,60.40682443,1.200397719,0.855639994,,,632,
Cameroon,2013,3.028340101,,3.109998107,55.04180488,0.075941544,,70.3904685,1.4857392,0.855490029,,,619,
Cameroon,2014,,,3.528903639,55.4927561,0.07120497,16.21487223,75.6851331,1.668641665,0.850880027,,,609,
Cameroon,2015,,74.98558044,,,0.068396152,20.68014766,71.84542948,2.484559427,,,,596,
Cameroon,2016,,,,,,,,,,,,,
Canada,1980,6.494559765,,,75.07804878,,,0,,1.024989963,6.800000191,1.8,,
Canada,1981,6.440420151,,,75.47853659,,,0,,1.021370053,6.900000095,1.8,,
Canada,1982,6.529079914,,,75.6804878,,,0,,1.012930036,6.800000191,1.9,,
Canada,1983,6.881609917,,,76.03634146,,,0,,1.000959992,6.800000191,1.9,,
Canada,1984,6.648499966,,,76.31756098,,,0,,1.000810027,6.800000191,1.9,,
Canada,1985,6.238939762,,,76.30341463,,,0.046433382,,1.001479983,6.800000191,2,,
Canada,1986,6.074100018,,,76.44,,,0.229211886,,1.000830054,6.699999809,2,,
Canada,1987,6.354489803,,,76.7395122,,,0.370663166,,1.000130057,6.599999905,2.1,,
Canada,1988,6.209199905,,,76.80926829,,,0.752880479,,1.002930045,6.5,2.1,,
Canada,1989,6.114429951,,,77.06560976,,,1.264765577,,1.017570019,6.300000191,2.1,,
Canada,1990,6.007050037,,,77.37707317,,0.360999701,2.110674786,,1.00869,6,2.1,7,
Canada,1991,6.906569958,,,77.55341463,,0.570385926,2.769888481,,1.004899979,5.800000191,2.1,8,
Canada,1992,6.793980122,,,77.32073171,,0.91598104,3.621301434,,0.999530017,5.5,2.1,8,
Canada,1993,7.733500004,,,77.68512195,,1.184557509,4.648371087,,0.993690014,5.400000095,2.2,8,
Canada,1994,6.707180023,,,77.86195122,,2.378693853,6.435664704,,0.994949996,,2.1,8,
Canada,1995,6.347959995,,,77.97756098,,4.163525253,8.840378661,,1.000810027,5,2.1,9,
Canada,1996,,,,78.2304878,,6.76023965,11.82226558,,1.00146997,4.599999905,2.1,9,1.61619997
Canada,1997,,,,78.4804878,,15.07235736,14.04583637,,,4.400000095,2.1,9,1.623739958
Canada,1998,5.527400017,,,78.66243902,0.464490344,24.8974003,17.73689555,,0.993900001,4.199999809,1.858,9,1.717460036
Canada,1999,5.55328989,,,78.88292683,1.913487734,36.18644004,22.72196984,,1.017060041,3.900000095,2.1,9,1.760439992
Canada,2000,5.456170082,,,79.23658537,4.596255223,51.3,28.42909462,,1.019250035,3.4,2.1,9,1.87184
Canada,2001,4.988629818,,,79.48780488,9.152287743,60.2,34.36625958,162.6348454,,3.700000048,1.9,9,2.038460016
Canada,2002,5.035789967,,,79.5902439,11.2358667,61.59329927,37.94941948,,,3.700000048,1.916,9,1.99296999
Canada,2003,,,,79.83902439,14.28542895,64.2,42.07126881,340.4785958,,3.6,2.1,9,1.985080004
Canada,2004,,,184.7710106,80.14146341,16.97056597,65.95596346,47.06386648,482.6066573,,,1.82,9,2.013600111
Canada,2005,4.804669857,,197.9375112,80.29268293,21.71574744,71.66,52.75959279,569.1074523,0.977840006,3.4,,9,1.986449957
Canada,2006,,,206.4959033,80.41878049,24.66653567,72.4,57.49320536,645.5533926,0.979780018,3.4,1.913,9,1.955649972
